text,label_id,label_name
"[Anti-breast cancer mechanism of flavonoids]. Flavonoids are a kind of ubiquitous natural products in plants and essential active ingredients of many medicinal plants. They have the characteristics of broad biological activity, high efficiency and low toxicity, with good prevention and cure effects on various types of tumors. Breast cancer is the commonest cancer disease and the main cause of cancer death in women worldwide. In China, the morbidity and mortality are still on the rise. Flavonoids can inhibit",0,肿瘤学
"[Mechanism of Ferroptosis and Its Research Progress in Lung Cancer]. Ferroptosis is a recently recognized form of regulated cell death caused by an iron-dependent accumulation of lipid reactive species. However, little research on ferroptosis and lung cancer, one of the most common tumors, has been carried out. This paper tries to review the research progress of ferroptotic suppression and explain it from the different ways of ferroptosis occurrence. Furthermore, as inducing ferroptosis to treat cancer gets",0,肿瘤学
"[Analysis of global liver cancer statistics]. Liver cancer is a significant contributor to the world's cancer burden. In order to comprehend the variations in its regional, age, gender, and histological subtype distributions as well as its temporal trend, this paper analyzes the worldwide statistical data of liver cancer, including the incidence, mortality, and survival. The findings indicated that the stages of liver cancer control and prevention are heterogeneous among countries and regions. The successfu",0,肿瘤学
"[Current problems and challenges in the diagnosis and treatment of colorectal cancer in China]. In the past 20 years, researches regarding colorectal cancer have experienced unprecedented boom in China. However, a seris problems have been exposed, including a rapid increase in morbility, the geographical limitations of tumor screening, nonstandard diagnosis and treatment, very limited mechanism researches, and lack of randomized controlled clinical trials with Chinese characteristics. This article puts forw",0,肿瘤学
"[Changing Epidemic of Lung Cancer & Tobacco and Situation of Tobacco Control in China]. Lung cancer is the leading cause of cancer death and morbidity in China. Smoking and exposure to secondhand smoking closely related to lung cancer. Recently, series policies of tobacco control and lung cancer prevention was carried out. However, burden of lung cancer is still serious, and smoking rate in male is still very high, and in never smokers exposure to secondhand smoking is still very extensive. In this paper, e",0,肿瘤学
"[Development and Application of Ontology of Cancer Hallmarks]. Objective To develop a traceable cancer hallmark ontology with terminology including gene mutation,cancer hallmark,and cell line for knowledge integration,standardization,correlation,and discovery.Methods The Ontology Development 101 and the current ontology development methods were employed to determine the content coverage,structural layers,reusable terms,and new terms of the cancer hallmark ontology.Taking colorectal cancer as a study case,we",0,肿瘤学
"[Imaging in the Diagnosis of Breast Cancer in Elderly Women]. The breast cancer diagnosed in the women at or above age 70 is defined as breast cancer in the elderly.As the population keeps aging,breast cancer in the elderly presents increasing incidence and high mortality.Early detection,early diagnosis,and early treatment might improve the prognosis of these patients. Comprehensively evaluating the functional age of elderly patients is essential for the individualized treatment. Medical imaging plays a key",0,肿瘤学
"[Cancer pain, a serious threat to patientsmemory]. A large number of cancer patients suffer from pain. Growing evidence suggested that pain might be a serious risk factor for cancer patients. The shared modulators and modulation pathways between neural system and tumor cells, such as various neurotransmitters and neurogenic cytokines, provide essential basis for the effect of pain on tumor. In this article, we reviewed some possible mechanism of this process from two aspects: the systematic regulation of ce",0,肿瘤学
"[Progress on screening for gastric cancer]. Objective: Gastric cancer, a common gastrointestinal cancer in the world, threatens people's life and health seriously. Early screening is an effective strategy to reduce the incidence and mortality of gastric cancer, which is of great importance for gastric cancer prevention and control. The review systematically searched CNKI, Wanfang Data knowledge service platform, PubMed and EMbase databases, and summarized the current status on screening for gastric cancer w",0,肿瘤学
"[Research progress on interleukin-6 in lung cancer]. As the core of cellular immunotherapy, T cells are important aspects of research and treatment of lung cancer. IL-6 is a costimulatory signal factor of T cells that is directly targeted by lung cancer stem cells. As a highly expressed cytokine in lung cancer cells, IL-6 plays an important role in variety of biological activities such as tumor occurrence, development, invasion and metastasis. This article reviews the research progress on IL-6 in lung cance",0,肿瘤学
"[Prostate cancer stem cells: Current understanding]. Prostate cancer is the most common malignancy in men and seriously harms their health. The current theories on prostate cancer cannot fully explain the heterogeneity, metastatic growth, drug resistance and tumor recurrence of the disease. Prostate stem cells are small heterogeneous subpopulations in the prostate that are characterized by self-renewal and proliferation, and can produce all the lineages of prostate epithelia. According to the cancer stem ce",0,肿瘤学
"[Cancer epidemics and the cancer prevention and control strategies in the United States: a review study]. In the past two decades,the United States made an impressed progress in the prevention and control of cancer that the overall morbidity and mortality of cancer had shown a downward trend, while China had seen an opposite trend. Cancer, one of the major public health concerns in China, has imposed an enormous burden onthe society and individuals. Therefore,in order to scientifically formulate cancer prev",0,肿瘤学
"[Diagnostics and treatment challenges and research progress in early-onset gastric cancer]. The incidence of gastric cancer has decreased, while the occurrence of early-onset gastric cancer has increased. There is no consensus on the definition of early-onset gastric cancer currently. The characteristics of tumor staging and differentiation, coupled with the lack of targeted comprehensive treatment, present a significant clinical challenge in managing early-onset gastric cancer. Relevant studies have analyz",0,肿瘤学
"[Research Progress on the Relationship between Blood Lipids and Lung Cancer Risk and Prognosis]. In recent years, lung cancer has become the leading cause of cancer-related deaths. There is increasing evidence that many lipids and lipid analogs are key regulators of tumorigenesis, and factors that affect blood lipid levels such as smoking, diet, and obesity may be associated with cancer risk. With the deepening of research on the relationship between lipids and tumorigenesis, exploring the correlation betwe",0,肿瘤学
"[The trend of accurate pathology diagnosis of breast cancer]. Accurate pathology diagnosis of breast cancer is the premise of personalized treatment. In recent years, the pathology diagnosis of breast cancer have been updated and optimized to provide better guidance and basis for clinical treatment. In this paper, we provide an overview on the advances in histological classification of breast cancer, the progress of biomarker detection related to novel antibody-drug conjugates and immunotherapy in breast ca",0,肿瘤学
"[Liver cancer treatment with mitochondrial homeostasis]. Systemic treatment, including molecular targeted therapy, immunotherapy, and chemotherapy, is an important means of achieving long-term survival in patients with intermediate-and advanced-stage liver cancer. However, some patients are insensitive to treatment and even develop drug resistance. Mitochondria are the center of cellular energy metabolism and, at the same time, are the priority targets for systemic therapy. Mitochondrial homeostasis plays a",0,肿瘤学
"[Interpretation of global colorectal cancer statistics]. The increasing disease burden caused by colorectal cancer has become one of the major public health problems. This paper analyzes the global statistical data of colorectal cancer, including the morbidity, mortality and case survival, to understand the differences in its age, gender, regional and site specific distributions as well as its incidence trend. The results showed that the programs on colorectal cancer prevention and control varied with count",0,肿瘤学
"[Relationship of pathogenic microorganisms and chronic inflammation with prostate cancer]. Prostate cancer is a common malignant tumor in elderly men, which seriously affects the physical and mental health of the patients. The pathogenesis of prostate cancer is still unclear though thought of to be possibly associated with age, race, diet, infection and inflammation. In recent years, more and more studies have found a close correlation of prostate cancer to pathogenic microorganisms and chronic inflammation",0,肿瘤学
"[Research Progress of Exosomes in Lung Cancer Diagnosis and Treatment]. As the leading cause of morbidity and cancer related-death worldwide, lung cancer has a serious threat to human health. Exosomes are nanoscale lipid membrane vesicles derived from multivesicles, which containing active biomolecules including proteins, lipids, nucleic acids and etc. Exosomes play important roles in lung cancer initiation and progression by promoting the formation of tumor microenvironment, enhancing tumor invasive and me",0,肿瘤学
"[Application of lung cancer organoids in precision medicine]. Lung cancer is one of the leading causes of cancer-related death worldwide, and there is an urgent need to develop more reliable preclinical models to identify effective treatments. Moreover, lung cancer exhibits significant heterogeneity between individuals and requires precision medicine to achieve comprehensive management. Lung cancer organoids (LCOs) are derived from patients' tumor tissues or tumor cells, which enables them to faithfully rec",0,肿瘤学
"[Caveolin-1 in relation with mitochondria and cancer metabolism-a promising target for cancer therapy]. To aggressively proliferate and metastasize, cancer cells are in extreme need of energy supply and nutrients. Therefore, a promising cancer therapy strategy is developed to target its hallmark feature of metabolism. Recent findings revealed the regulatory role of caveolin-1 (Cav-1), a structural protein of caveolae, in cancer metabolism. And low Cav-1 expression in tumor stroma was proved to be a central ",0,肿瘤学
"[Building world leading surgical oncology for gastric cancer in China]. This century has seen significant advances in the treatment and research of gastric cancer in China. Chinese scholars have made a series of key technological breakthroughs in minimally invasive surgery, perioperative treatment and artificial intelligence diagnosis. These world-leading clinical researches have improved treatment outcomes and reduced surgical trauma. Global surveillance of trends in cancer survival 2000-14 reported that s",0,肿瘤学
"[Research progress on physical activity of childhood cancer survivors]. Many childhood cancer survivors are suffering serious and long-lasting complications or sequelae, taking a significant toll on their health. Adequate physical activity can be effective in mitigating the negative effects of these complications or sequelae. However, low levels of physical activity are prevalent among childhood cancer survivors. Due to the lack of guidelines on physical activity for childhood cancer survivors, there are ma",0,肿瘤学
"[The relationship between occupational wood dust exposure and nasal cancer]. Nasal cancer has not been included in the current list of legal occupational diseases in China. There is also a lack of systematic and in-depth study on the relationship between nasal cancer and occupational exposure factors in China. In September 2018, the department for work and pensions of UK released the latest edition of the ""List of diseases covered by industrial injuries disablement benefit"", which lists nasal cancer and nas",0,肿瘤学
"[Intraoperative radiotherapy for rectal cancer]. Radiotherapy, surgery and chemotherapy are the main treatments for cancer. Though intraoperative radiotherapy(IORT) for rectal cancer is still at its preliminary stage in China, patients can get more benefits from IORT than pre- or post-operative radiotherapy. IORT improves local control for locally advanced rectal cancer and improves overall survival rate of locally recurrent rectal cancer. In general, IORT is safe and feasible. It will be widely used for pa",0,肿瘤学
"[Advancement of Cancer Associated Fibroblasts-derived Exosomes in Lung Cancer]. Tumor microenvironment (TME) is a dynamic network distributed around tumor cells. Cancer-associated fibroblasts (CAFs), as an important component of the TME, are not only closely related to normal fibroblasts, but also can secrete a variety of substances to participate in the regulation of the TME. Exosomes, one of the substances from CAFs, can promote the formation and development of lung cancer, including promoting the formati",0,肿瘤学
"[Research Progress of Cancer-associated Fibroblasts in Hematolo- gic Malignancies --Review]. Cancer-associated fibroblasts （CAF） are a key component of the tumor microenvironment, which can secrete a variety of cytokines, chemokines and growth factors, directly and indirectly support cancer cells, also alter the immune cellular environment by inhibiting the activity of immune effector cells and recruiting immunosuppressive cells, thereby allowing cancer cells to evade immune surveillance. CAF has been prove",0,肿瘤学
"[Causes and countermeasures of the rapidly rising burden on cervical cancer in Chinese women]. The world is entering a new era of accelerated elimination of cervical cancer, while the age-standardized incidence, and mortality of cervical cancer in China are rising rapidly. This article summarizes and describes the current situation and trends of the burden of cervical cancer in China, reviews and analyzes the comprehensive prevention practice of cervical cancer, focusing on critical reasons for the increasi",0,肿瘤学
"[Health literacy: a new perspective of cancer prevention and control]. In the past decade, the incidence and mortality of malignant tumors in China have been growing as a serious public health problem. Health literacy is closely related to the individual cancer risk awareness, early cancer symptom recognition, cancer screening behavior, treatment compliance, disease self-management ability and outcome. It also has an important impact on the occurrence, development and outcome of cancer and plays an importan",0,肿瘤学
"[Research progress on the mechanism of action of mitophagy in the occurrence and development of liver cancer]. Mitophagy, as an important link in maintaining mitochondrial homeostasis and environmental homeostasis in the liver, can remove damaged mitochondria and provide energy through autophagy and other processes. Additionally, it plays a dual role in the occurrence and development of liver cancer and can affect the therapeutic effect of liver cancer through a variety of signaling pathways. This article r",0,肿瘤学
"[Review of hot topics in the diagnosis and treatment of prostate cancer in 2016]. With the aging of the population, changes in diet and medical examination popular, the incidence and mortality of prostate cancer in China are increasing year by year. Over the past year, a large number of clinical and basic researchers focus on various perspectives of prostate cancer, which may provide new direction for the clinical diagnosis and treatment of prostate cancer. In this paper, the near year important progress in",0,肿瘤学
"[Application of Raman Spectroscopy in the Diagnosis of Oral Cancer]. Oral cancer is a common and deadly malignancy.While multidisciplinary treatment(mainly surgery)has been applied in the treatment of cancer treatment,early diagnosis and complete removal of the primary lesion are essential for a better prognosis.Raman spectroscopy is an optical technique that detects inelastic scattered light generated by the interaction of light and matter.It can detect the vibrational spectra of biochemical and biomolecul",0,肿瘤学
"[Status and advances of RGD molecular imaging in lung cancer]. Lung cancer has been one of the most common and the highest mortality rates malignant tumors at home and abroad. Sustained angiogenesis was not only the characteristic of malignant tumors, but also the foundation of tumor proliferation, invasion, recurrence and metastasis, it was also one of the hot spots of treatments in lung cancer biology currently. Integrins played an important part in tumor angiogenesis. Arg-Gly-Asp (RGD) peptides could com",0,肿瘤学
"[The opportunities and challenges of gynecologic cancer in precision medicine]. In recent years, the diagnosis and treatment of gynecologic cancer have entered a new era with the development of precision medicine. The diagnosis and treatment modes for ovarian cancer, cervical cancer, and endometrial cancer are constantly adjusted. The application of molecular targeted drugs and the progress of surgical concepts and technology have greatly improved the survival of patients with ovarian cancer. Immunotherapy ",0,肿瘤学
"[Correlation of glutamate dehydrogenase with several tumors]. Most organisms contain glutamate dehydrogenase (E.C. 1.4.1.2-1.4.1.4). In eukaryotes, the enzyme is mainly present in mitochondria. This enzyme plays a vital role in the metabolism of nitrogen and carbon and the signaling pathway. Studies have found that glutamate dehydrogenase has a certain relationship with the occurrence and development of tumors, which is significant for tumor research, but reviews on its relationship with human tumors are ra",0,肿瘤学
"[Suggestions on the nomenclature of liver cancer]. Currently, the systematized nomenclature of medicine (SNOMED) of liver cancer is confusing, and it is mixed with the SNOMED of cholangiocarcinoma. We hereby presented our own points, hoping to provide a reference for standardizing the nomenclatures and classifications of liver cancer in future clinical studies. The preface of Chinese Guidelines of Primary Liver Cancer Diagnosis and Treatment (2019 Edition) indicated that primary liver cancer mainly includes",0,肿瘤学
"[Research progress of interstitial lung disease combined with lung cancer]. Interstitial lung disease combined with lung cancer (ILD-LC) has attracted more and more attention. Interstitial lung disease (ILD) is an independent risk factor of lung cancer. ILD and lung cancer have common pathogenesis of promoting fibrosis and promoting cancer, so they are not only comorbidities. This review updated the epidemiology, pathogenesis and incidence and risk factors of treatment-induced acute exacerbation(including s",0,肿瘤学
"[Progress on cancer associated fibroblasts in tumor immunoregulation]. Cancer associated fibroblasts (CAFs) are important components of the tumor microenvironment. Through secreting of multiple growth factors, cytokines and proteases, CAFs play a significant role in regulating the recruitment and function of various innate immune cells and adaptive immune cells in tumor microenvironment. In addition, extracellular matrix secreted by CAFs can also promote the formation of immunosuppression and hypoxia of tum",0,肿瘤学
"[Role and Significance of Bioactive Substances in Sputum in the Diagnosis of Lung Cancer]. The incidence rate of lung cancer is one of the highest incidence of malignancies in China. The gold standard for diagnosis requires pathological examination or cytological examination of biopsy. The invasive and sensitive nature of the two limits their use. Sputum contains a large number of nucleic acids and proteins, which is a good reflection of lung function. Lung cancer tissue will also affect the biological comp",0,肿瘤学
"[Research progress and countermeasures of cancer risk in police officers]. The people's police of public security organs shoulder the important mission of maintaining social security and stability, and ensuring the well-being of people. However, the working environment exposed to a variety of adverse factors has significantly increased the risk of cancer and cancer mortality of public security police, such as bladder cancer, prostate cancer, colon cancer, melanoma cancer, etc. Police related cancer risk res",0,肿瘤学
"[Current epidemiology and pathogenesis of non-alcoholic fatty liver disease-associated liver cancer]. Liver cancer is a common malignant tumor. Although the overall incidence and mortality rates of liver cancer has been decreasing in recent years, the incidence of nonalcoholic fatty liver disease (NAFLD)-associated liver cancer tends to increase. The health and social issues brought by NAFLD-associated liver cancer have attracted more and more attention, and its epidemiology, pathogenesis, and diagnosis and",0,肿瘤学
"[Gender-associated differences of lung cancer and mechanism]. Lung cancer has been viewed as the most common malignant cancer with high incidence, mortality and poor survival all over the world. A lot of investigations indicated there are significant gender-associated differences in lung cancer in several characteristics such as epidemiology, pathology, clinical outcome and prognosis. The insight into these differences may help to clarify the gender-associated characteristics of lung cancer, and to drawn ou",0,肿瘤学
"[Circular RNA in Lung Cancer Research: Biogenesis, Functions and Roles]. Lung cancer is the most commonly diagnosed cancer and the leading cause of cancer death in China. In recent years, therapies for oncogenedrivers and immune checkpoints have proved inspiring. Circular RNA (circRNA), which is a kind of RNA with covalent ring structure relating to stages and metastasis of cancer, has many special biological functions in physiological processes, diseases and so on. Thus, circRNA is expected to be a potenti",0,肿瘤学
"[Standardized and individualized treatment improves survival rate and quality of life for advanced thyroid cancer]. The overall prognosis of differentiated thyroid carcinoma is favorable, but some patients still progress to a locally advanced stage. At present, there are still some problems in the diagnosis and treatment of locally advanced thyroid cancer, which have not been completely clarified, and have caused some problems to the clinical treatment. This article provides a comprehensive analysis and ela",0,肿瘤学
"[Rethinking lymph node dissection in gastric cancer during the era of immunotherapy]. The rapid development of immunotherapy has changed the treatment pattern of gastric cancer surgery, constantly advancing from the battlefield of advanced gastric cancer treatment to neoadjuvant therapy. The combination of immunotherapy and chemotherapy has become a new trend in the treatment of locally advanced gastric cancer. This change has prompted us to re-examine the concept of traditional radical surgery for gastric ",0,肿瘤学
"[Relationship between interleukins in the saliva and oral cavity cancer]. Saliva is being attached great importance for its application in illness diagnosis and have more advantage on the diagnose in oral cavity cancer (OCC). Studies have showed that interleukin (IL) in the saliva could be used as a potential biomarker for OCC diagnosis. Moreover, they have a close connection with tumor genesis, invasion, and metastasis in OCC. Therefore, we reviewed research progress on the relationship between salivary in",0,肿瘤学
"[Some thoughts on cancer registry in China: in the era of big data and informatization]. Cancer is a major disease threatening the people's health in China. Cancer registry is the ground work of the development and evaluation of cancer prevention and control policies. Cancer registry in China started in 1950s. During the last 60 years, a nationwide cancer surveillance and follow-up network has been developed. All cancer registries covered about 31.51% population of the national population in 2017. However, ",0,肿瘤学
"[Progress on disability weights in the disease burden of cancer]. Cancer, one of the major public health problems in the world, threatens human health seriously, and the burden of disease is heavy. Disability adjusted life years (DALYs) have been increasingly used to estimate the burden of disease worldwide. Disability weights is a key ingredient for estimating DALYs, and its value directly affects the calculation of disease burden. In this review, we summarize the research methods, key issues, and progress",0,肿瘤学
"[Cancer prevention and tobacco control]. The paper summarized briefly the evidences for tobacco use as a cause of cancer based on hundreds of epidemiologic and biomedical studies carried out over the past 50-60 years, as well as overviewed the carcinogens in tobacco products and mechanisms of neoplasm induction by tobacco products. So, tobacco control is the important measure for cancer prevention. Humans; Carcinogenesis; Carcinogens; Health Policy; Neoplasms; Smoking; Tobacco Use Disorder; Tobacco Products",0,肿瘤学
"[The overdiagnosis of thyroid cancer should not be overinterpreted]. Recently, the topic of ""overdiagnosis"" of thyroid cancer has once again sparked controversy in the medical academic community, as well as extensive discussions from patients and the general population. To some extent, the overdiagnosis of thyroid cancer has been over interpreted. This article provides a detailed discussion on how to correctly understand the overdiagnosis of thyroid cancer from the perspective of a thyroid surgeon. The auth",0,肿瘤学
"[Strategies and advances in laboratory tests for primary liver cancer]. Primary liver cancer is one of the leading causes of cancer-related deaths worldwide, its early diagnosis and early treatment are of great clinical importance. The main detection tools for liver cancer include serological indicators, imaging tests and risk assessment models. With the advancement of technology and research, the sensitivity and specificity of laboratory tests for liver cancer have been substantially improved, but there ar",0,肿瘤学
"[Multidisciplinary therapy for gastric cancer with liver metastasis]. Gastric cancer with liver metastasis (GCLM) is the leading cause of death in patients with advanced gastric cancer. Multiple metastasis was common in GCLM and usually complicated with lesions outside the liver, especially peritoneal metastasis. Most of liver metastasis lesions could not be resected radically. Currently, main treatments for GCLM included radical operation, palliative resection of gastric cancer, ablation of metastatic lesi",0,肿瘤学
"[Development of membrane anatomy theory in gastric cancer surgery]. In the past decade, the concept of membrane anatomy has been gradually applied in gastric cancer surgery. Based on this theory, D2 lymphadenectomy plus complete mesogastric excision (D2+CME) has been proposed, which has been demonstrated to significantly reduce intraoperative bleeding and intraperitoneal free cancer cells during surgery, decrease surgical complications, and improve survival. These results indicate that membrane anatomy is f",0,肿瘤学
"[Emerging Actions of Pterostilebene on Cancer Research]. Pterostilbene (3,5-dimethoxy-4'-hydroxystilbene) is a polyphenolic compound primarily found in blueberries, grapes, and a tree wood, pterocarpus marsupium. Studies demonstrate that pterostilbene inhibits a variety of cancers, such as lung, breast, stomach, colon, etc. The anti-cancer activities are related to the regulation of several hallmarks of cancer. Moreover, pterostilbene exhibits much greater bioavailability and bioactivity than resveratrol wh",0,肿瘤学
"[Research progress on the relationship between intestinal flora and colorectal cancer]. In recent years, the incidence of colorectal cancer has been increasing. Various evidences show that the change of intestinal flora is related with the progress of colorectal cancer. Intestinal opportunistic pathogens can promote the development of colorectal cancer, while probiotics can inhibit colorectal cancer. Changes in intestinal flora affect chemotherapy, surgery and other treatments. At the same time, intestinal ",0,肿瘤学
"[Small Cell Lung Cancer and TNM Staging]. Since the characeristics of high invasiveness and metastatic potential of small cell lung cancer, it has long been considered to be associated with poor clinical outcome, especially after surgery. The chemo-radiation, therefore, is the mainstream modality, and its staging relied on American Vterans Aministration system, a simple system mainly from radiation oncologists' idea. With the advances of staging methods in lung cancer, the accuracy of TNM staging has been i",0,肿瘤学
"[Prioritizing the integrated management of cancer pain to comprehensively enhance the diagnosis and treatment proficiency in cancer pain]. As one of the most common complications of cancer or its treatment, cancer-related pain can negatively affect the functional status and quality of life of patients. Pain management for cancer patients in China started later than that in developed countries. After 30 years of efforts by health authorities and medical professionals, cancer pain management in China has made",0,肿瘤学
"[Pyroptosis in the development and progression of prostate cancer: Progress in research]. Pyroptosis, as a new programmed death mode, plays an important role in the development and progression of prostate cancer, and the drugs targeting the pyroptosis pathway, as a new therapeutic strategy, may produce a significant influence on the treatment of prostate cancer . However, the precise mechanism of cellular pyroptosis remains unclear, necessitating further investigation. This paper presents a summary of the r",0,肿瘤学
"[Research Progress on the Role of GSDME-mediated Pyroptosis in the Treatment of Lung Cancer]. Lung cancer causes a significant threat to human health. Despite considerable advancements in the treatment technologies in recent years, the five-year survival rate for lung cancer patients remains low. In this context, the discovery of pyroptosis, a unique cell death mechanism, offers a novel perspective for exploring new pathways of lung cancer treatment. Particularly, the role of gasdermin E (GSDME) in the proc",0,肿瘤学
"[Graphic Evolution Witness the Development of Lung Cancer Translational Research]. Lung cancer treatment has altered from conventional chemotherapy to targeted treatment, which now has been turned to the immunotherapy. Translational research has played an irreplaceable role during this progression which graphic evolution has witnessed. The evolution has gone through forest plot, KM-curve, waterfall plot, spider plot and timeline-area, showing us the refining concept and gradual process of lung cancer treatm",0,肿瘤学
"[On prevention and control strategy of colorectal cancer in China]. Colorectal cancer is a major disease threatening the health of Chinese people, which has led to a heavy social burden. In this article, we briefly summarized the progress made on prevention and control of colorectal cancer, including risk factors identification and setting up intervention, screening, and early detection programs. Considerations regarding the directions on prevention and control of colorectal cancer in the future were also m",0,肿瘤学
"[MicroRNA and gastric cancer]. Gastric cancer is caused by the interaction of genetic and environmental factors. MicroRNA (miRNA) is involved in many cellular processes including proliferation, differentiation, and apoptosis and plays an important role in pathogenesis of gastric cancer, as demonstrated in many recent studies from perspectives including miRNA profiling, reciprocal modulation between epigenetic and miRNA, and Helicobacter pylori infection. MiRNA is highly stabe in blood, and therefore non-inv",0,肿瘤学
"[Progress and application of liver organoids in the study of liver cancer]. The incidence rate of liver cancer has been rising in recent years. Traditional cell line culture and human patient-derived tumor xenograft models, which are commonly used tools to simulate the occurrence of human liver cancer, have deepened the understanding of tumor occurrence, development, and drug resistance mechanisms. However, they cannot reflect the accurate state of cancer cells, the tumor microenvironment, or spatial struct",0,肿瘤学
"[Progress in research of relationship between marital status and cancer]. In recent 30 years, the global burden of cancer has become more serious, and one of social problem is population aging, plus declining birth rate, declining marriage rate and increasing divorce rate. Marriage is one of the most intimate and long-term social relations, and previous research had piecemeal reports of its impact on cancer morbidity and mortality without systematic review of evidence in high-quality population based epidem",0,肿瘤学
"[Recent Advances on the Differences between Left- and Right-sided Colorectal Cancer]. Right-sided colon cancer and left-sided colorectal cancer have significant differences in epidemiology,clinical features,tumor differentiation,response to treatment,prognosis,and molecular characteristics.The former has lower prevalence than the latter and is mainly associated with female and elderly patients,with poor tumor differentiation,strong invasion,poor prognosis,and weak response to epidermal growth factor recepto",0,肿瘤学
"[Future diagnosis and treatment of colorectal cancer from the view of precision medicine]. China has entered a period of high incidence of colorectal cancer. The year of 2015 is the start of precision medicine. Colorectal cancer ""precision medicine"" is based on the analysis of the cancer genome sequencing and information analysis, interprets the mechanism of the occurrence, development, invasion, metastasis and recurrence of colorectal cancer, and helps to implement targeted individual treatment. The expert",0,肿瘤学
"[The advancement of cancer-associated fibroblasts in lung cancer]. Cancer-associated fibroblasts (CAFs) is fibroblast cells activated by cancer cells in tumor with myofibroblasts cells (MFs) properties. CAFs is the main components of the tumor microenvironment. Malignant conversion of CAFs phenotype is closely related to the tumor evolution. In this review, we summarized that: (1) The source of CAFs and morphology, and the relation between heterogenicity and the malignant phenotype conversion of CAFs with t",0,肿瘤学
"[Research progress on the identification of central lung cancer and atelectasis using multimodal imaging]. Central lung cancer is a common disease in clinic which usually occurs above the segmental bronchus. It is commonly accompanied by bronchial stenosis or obstruction, which can easily lead to atelectasis. Accurately distinguishing lung cancer from atelectasis is important for tumor staging, delineating the radiotherapy target area, and evaluating treatment efficacy. This article reviews domestic and for",0,肿瘤学
